article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
834661011,834661,PQ Madrid beanie,75,Hat/beanie,Accessories,1010016,Solid,23,Dark Yellow,2,Medium Dusty,8,Yellow,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Hat in a soft, rib-knit alpaca and wool blend with a sewn-in turn-up at the hem."
749177002,749177,Cool Sten ringpack,79,Ring,Accessories,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,4345,Jewellery Extended,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Metal rings in various designs, one decorated with a plastic stone and one with a reconstituted stone."
849727001,849727,KIDS DORA strap dress,265,Dress,Garment Full body,1010016,Solid,33,Dark Orange,2,Medium Dusty,3,Orange,7757,Kids Girl Exclusive,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1023,Special Offers,"KIDS EXCLUSIVE. Sleeveless dress in lightweight, organic, slub cotton sweatshirt fabric with spaghetti shoulder straps and gathered tiers. Unlined."
815456010,815456,Madison Slim Stretch Chino,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5656,Trouser,F,Menswear,3,Menswear,21,Contemporary Casual,1009,Trousers,"Chinos in extra-stretchy cotton twill with a zip fly, side pockets, a coin pocket and welt back pockets with a button. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette."
761417005,761417,Allegra Bucket Bag,66,Bag,Accessories,1010001,All over pattern,22,Yellow,7,Medium,8,Yellow,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small bucket bag in grained imitation leather with a drawstring closure, magnetic fastener at the top and a narrow shoulder strap. Size 12x16x19.5 cm."
801443004,801443,David supersoft stretch 5-Pkt,272,Trousers,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,7656,Kids Boy Trouser,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1009,Trousers,"5-pocket trousers in stretch, supersoft twill with an adjustable, elasticated waist, zip fly and button and straight hems."
683001022,683001,Pattern 7p Socks,302,Socks,Socks & Tights,1010014,Placement print,6,Light Grey,1,Dusty Light,12,Grey,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks in a soft cotton blend.
507910007,507910,Isabella,259,Shirt,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Fitted shirt in a stretch weave made from a cotton blend with a collar and concealed buttons down the front. Chest pocket, long sleeves with buttoned cuffs, and a gently rounded hem."
531510002,531510,Britney skirt,275,Skirt,Garment Lower body,1010022,Jacquard,11,Off White,1,Dusty Light,9,White,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Skirt in a soft jacquard knit with an elasticated, ribbed waist and ribbed hem."
538594001,538594,Jupiter Studded belt,67,Belt,Accessories,1010011,Metallic,9,Black,4,Dark,5,Black,7389,Belts,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Leather belt with a metal buckle and studs. Width 3.5 cm.
762846015,762846,Lucy blouse,259,Shirt,Garment Upper body,1010016,Solid,72,Blue,1,Dusty Light,2,Blue,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Long-sleeved blouse in woven fabric with a collar, V-neck, buttons down the front, buttoned cuffs and a rounded hem."
718154001,718154,AK Earl sweathshirt,252,Sweater,Garment Upper body,1010001,All over pattern,32,Orange,2,Medium Dusty,3,Orange,4020,AK Tops Jersey & Woven,D,Divided,2,Divided,70,Divided Asia keys,1005,Jersey Fancy,"Top in sweatshirt fabric with a print motif, low dropped shoulders, long sleeves and ribbing around the neckline and cuffs."
626194001,626194,Marion dress Spec.occ,265,Dress,Garment Full body,1010026,Other structure,12,Light Beige,1,Dusty Light,11,Beige,8713,Young Girl Dresses,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1014,Dresses/Skirts girls,"Sleeveless tulle dress with a double-layered skirt. Round neck with a small opening and covered button at the back of the neck, and an elasticated seam with a detachable tie belt at the waist. Satin lining."
835535001,835535,KIDS FRANKA straw hat,76,Hat/brim,Accessories,1010016,Solid,14,Dark Beige,2,Medium Dusty,11,Beige,7757,Kids Girl Exclusive,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1023,Special Offers,KIDS EXCLUSIVE. Round hat in braided paper straw. Width of brim approx. 4 cm.
835657001,835657,Flurry shorts,274,Shorts,Garment Lower body,1010026,Other structure,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers,"High-waisted shorts in bouclé made from a cotton blend with a zip fly and button, side pockets and fake welt back pockets."
663942001,663942,Nevada,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,Short dress in a viscose weave with a round neckline that has an opening and a concealed button at the back of the neck. Long sleeves with a drawstring and a flounce at the cuffs. Unlined.
693911007,693911,Tao bodycon dresses,265,Dress,Garment Full body,1010001,All over pattern,42,Red,5,Bright,18,Red,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short, fitted dress in sturdy jersey with narrow shoulder straps."
674244001,674244,TUNIS ls single,255,T-shirt,Garment Upper body,1010017,Stripe,9,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,Long-sleeved top in soft modal and cotton jersey with a rounded hem and slits in the sides. Slightly longer at the back.
791492003,791492,SEQUINS tee TP,255,T-shirt,Garment Upper body,1010015,Sequin,7,Grey,1,Dusty Light,12,Grey,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,T-shirt in soft jersey with a reversible sequin motif on the front and narrow ribbing around the neckline.
568456014,568456,SS Linen Mot TVP R,259,Shirt,Garment Upper body,1010016,Solid,22,Yellow,2,Medium Dusty,8,Yellow,5731,Shirt,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1011,Shirts,"Short-sleeved shirt in washed linen with a narrow turn-down collar, French front, yoke at the back and rounded hem. Regular Fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
747050002,747050,ED Nevada dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,Short dress in a viscose weave with a round neckline and opening with a concealed button at the back of the neck. Long sleeves with a drawstring and flounce at the cuffs. Unlined.
656451001,656451,JESSIKA set,288,Underwear set,Underwear,1010001,All over pattern,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Set with a vest top and briefs in soft cotton jersey with picot trims. Vest top with a decorative bow at the neckline. Briefs with a bow at the front.
587026001,587026,WALES,252,Sweater,Garment Upper body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in a soft, textured-knit cotton blend with long sleeves and ribbing around the neckline, cuffs and hem."
886032002,886032,RUBEN  romper,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Sleeveless romper suit in ribbed, patterned, organic cotton jersey. Wide shoulder straps with button fastenings, patch front pockets and wide fold-up ribbing at the hems. Lined at the top."
607301002,607301,SANCHEZ crew,252,Sweater,Garment Upper body,1010018,Treatment,73,Dark Blue,2,Medium Dusty,2,Blue,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Top in light sweatshirt fabric with a washed look, print motif on the front and ribbing around the neckline, cuffs and hem."
753379001,753379,TERRIER LICENSE,255,T-shirt,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Short, wide T-shirt in cotton jersey with a print motif on the front and dropped shoulders."
625269006,625269,HEIDI SHORTS,272,Trousers,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Shorts in soft organic cotton jersey with elastication and a decorative drawstring at the waist, and side pockets."
816583001,816583,Alfred set,260,Tailored Waistcoat,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,7657,Kids Boy Shirt,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1011,Shirts,"Set with a shirt and waistcoat in a cotton weave. Shirt with a grandad collar that has a contrasting colour inside, a classic front and long sleeves with buttoned cuffs and a tab and button. Waistcoat with buttons at the front and fake front pockets. Lined front."
558979006,558979,Ellen shorts,274,Shorts,Garment Lower body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,8717,Young Girl Trouser,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1009,Trousers,"Shorts in stretch twill with a zip fly and button, front and back pockets and sewn-in turn-ups at the hems."
515692013,515692,Ripley r-neck,252,Sweater,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,5858,Knitwear,F,Menswear,3,Menswear,21,Contemporary Casual,1003,Knitwear,"Fine-knit jumper in cotton slub yarn with long raglan sleeves and ribbing around the neckline, cuffs and hem."
865440011,865440,ED Sorrel dress.,265,Dress,Garment Full body,1010001,All over pattern,17,Yellowish Brown,4,Dark,13,Brown,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Short dress in a viscose weave with a small stand-up collar and V-neck opening at the top. Dropped shoulders, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back. Unlined."
870536002,870536,LOGG Queen dress,252,Sweater,Garment Upper body,1010016,Solid,92,Green,1,Dusty Light,20,Khaki green,1949,Knitwear,A,Ladieswear,1,Ladieswear,2,H&M+,1003,Knitwear,"Slightly longer-style jumper in a soft rib knit containing some wool with a polo neck, dropped shoulders, long sleeves and slits in the sides."
565200017,565200,Mia L/S,255,T-shirt,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,Long-sleeved top in printed cotton jersey.
724791002,724791,Petite Jade HW Denim Trash TRS,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed, superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs."
646580002,646580,Jocke Waterproof SB,87,Boots,Shoes,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,4211,Kids Boy Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,"Hi-top boots in waterproof functional fabric with imitation leather details, a padded edge, elasticated lacing and a hook and loop fastening at the front. Lightly padded tongue that can easily be pulled forward to make it easier to put the boots on. Reflective details, fleece linings and insoles and chunky thermoplastic rubber (TPR) soles."
701265003,701265,Alisha blouse,258,Blouse,Garment Upper body,1010016,Solid,61,Light Purple,1,Dusty Light,6,Lilac Purple,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Long-sleeved blouse in a viscose crêpe weave with a small stand-up collar, opening front and back and buttons at the back of the neck."
880394004,880394,Robin Raincoat,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5252,Jacket Casual,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Rain jacket in windproof, water-repellent functional fabric with welded seams. Drawstring hood, press-studs down the front, diagonal front pockets and long raglan sleeves with a press-stud at the cuffs. Unlined."
730400002,730400,RICHIE SKIRT S.9,275,Skirt,Garment Lower body,1010004,Check,73,Dark Blue,4,Dark,2,Blue,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short, flared, pleated skirt in a checked weave made from a viscose blend with a concealed zip and metal press-stud at one side. Unlined."
614796002,614796,SHORTS SPORTY,274,Shorts,Garment Lower body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,7917,Kids Girl Denim,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1016,Trousers Denim,"Shorts in washed stretch denim with an elasticated drawstring waist, side pockets and slits at the hems."
920753001,920753,Flirty Cosette earcuff,70,Earring,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Metal ear cuffs in various designs.
864315001,864315,Sun Embroidery,265,Dress,Garment Full body,1010007,Embroidery,10,White,3,Light,9,White,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in a crinkled weave with embroidery at the top. Square, elasticated, frill-trimmed neckline and short puff sleeves with smocking and a frill trim. Elasticated seam at the waist and a gathered seam on the skirt for added width and soft draping. The skirt has a jersey lining."
291338032,291338,Pelin 2pk pointelle tights,304,Underwear Tights,Socks & Tights,1010016,Solid,51,Light Pink,3,Light,4,Pink,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Pointelle-knit tights in a soft cotton blend with an elasticated waist.
800800004,800800,Janine dress,265,Dress,Garment Full body,1010001,All over pattern,8,Dark Grey,4,Dark,1,Mole,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short dress in patterned jersey with a draped V-neck and sewn-in wrapover at the top. Long sleeves, cuffs with metal buttons, an elasticated seam at the waist and a gently flared skirt. Unlined."
699075001,699075,Sweet and Bitter Top,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini top with removable inserts, a knot at the front and a fastener at the back."
704629002,704629,Sally sneaker,94,Sneakers,Shoes,1010001,All over pattern,17,Yellowish Brown,2,Medium Dusty,13,Brown,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Slip-on trainers in imitation leather with elastic gores in the sides. Fabric linings, canvas insoles and rubber soles."
503095005,503095,Martin,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed,"Soft jersey jacket with a button at the front, notch lapels and flap front pockets. Decorative buttons at the cuffs and a single back vent. Lined."
608334001,608334,Island magnolia thong,286,Underwear bottom,Underwear,1010021,Lace,1,Other,6,Undefined,14,undefined,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace and microfibre with a low waist, lined gusset, narrow elastication at the sides and a string back."
532131001,532131,Garment tape,289,Nipple covers,Underwear,1010019,Transparent,2,Transparent,3,Light,9,White,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Transparent fashion tape in pre-cut strips designed to hold garments in place. 6 strips, 3x8 cm."
647504001,647504,Phone Case Silicone,78,Other accessories,Accessories,1010016,Solid,73,Dark Blue,5,Bright,2,Blue,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Soft, transparent silicone smartphone case. Fits iPhone 6/7."
909291001,909291,DIV+ Dion dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Short, straight-cut dress in a viscose weave. Long sleeves with a zip at the cuffs, and a rounded hem."
855311001,855311,Aya heel,230,Heels,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Mules in imitation leather with square toes, narrow, patent straps and covered block heels. Imitation leather insoles. Heel 8 cm."
786925005,786925,Calista.,245,Cardigan,Garment Upper body,1010010,Melange,93,Dark Green,4,Dark,19,Green,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Cardigan in a soft, fine-knit viscose blend with a round neck and buttons down the front."
856525002,856525,HM+ Cora tee 2p,255,T-shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,T-shirts in soft viscose jersey with a deep neckline and rounded hem.
616909001,616909,GDC Lune,258,Blouse,Garment Upper body,1010017,Stripe,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Slightly wider, straight-cut blouse woven in a spot-print cotton blend with dropped shoulders and 3/4-length balloon sleeves with cuffs."
733765001,733765,OL  BEXLEY sneaker,94,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Suede slip-on trainers with an elastic gore in one side and fabric loop at the back. Fabric linings and insoles and thermoplastic polyurethane (TPU) soles.
776850024,776850,Vivi basic beanie,75,Hat/beanie,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Double-layered hat in a soft, fine knit with a sewn-in turn-up and a silicone appliqué at the front."
739892002,739892,SPARKLE bag SPEED,66,Bag,Accessories,1010016,Solid,42,Red,5,Bright,18,Red,4312,Kids Girl Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Glittery shoulder bag with a metal decoration on the front, flap with a hook and loop fastening, and shoulder strap with a press-stud at one end. Lined. Size 4x9x13.5 cm."
852871003,852871,sky cropped jogger,272,Trousers,Garment Lower body,1010017,Stripe,8,Dark Grey,4,Dark,5,Black,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"Ankle-length joggers in woven fabric with an elasticated, drawstring waist, diagonal side pockets and fake welt pockets at the back. Legs with creases and covered elastication at the hems. Slim Fit – a fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette."
613456007,613456,Valentino,254,Top,Garment Upper body,1010016,Solid,8,Dark Grey,4,Dark,-1,Unknown,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"V-neck top in slub jersey with a lace yoke, 3/4-length sleeves and a rounded hem. Slightly longer at the back."
733506001,733506,Belle bolero,245,Cardigan,Garment Upper body,1010002,Application/3D,10,White,3,Light,9,White,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Bolero in soft, fine-knit cotton with a heart-shaped button at the top, long sleeves and appliqués on the front."
914175001,914175,INTERACTIVE TEE,255,T-shirt,Garment Upper body,1010002,Application/3D,31,Light Orange,3,Light,3,Orange,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,Classic T-shirt in soft cotton jersey with a rib-trimmed neckline and an interactive motif.
577948001,577948,Toronto coat,263,Coat,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,"Short, straight-cut coat in a textured weave with concealed press-studs down the front and side pockets. Lined."
865166001,865166,Lina Boilersuit,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,4091,Price Items,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Short-sleeved boiler suit in hard-washed denim made from a cotton blend with a collar, buttons at the front and a yoke with a pleat at the back. Open chest pocket, patch front pockets, a detachable tie belt at the waist and straight, ankle-length legs with wide elastication at the hems."
677863001,677863,BG NILS sweater,252,Sweater,Garment Upper body,1010017,Stripe,52,Pink,2,Medium Dusty,4,Pink,6564,Newborn,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1005,Jersey Fancy,"Jumper in soft, fine-knit cotton with textured-knit stripes, a button placket and long raglan sleeves. Ribbing around the neckline, cuffs and hem."
767577045,767577,Robin 3pk Fancy,286,Underwear bottom,Underwear,1010001,All over pattern,43,Dark Red,4,Dark,18,Red,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch cotton jersey with flatlock seams, short legs, an elasticated waist and lined front."
547365029,547365,Fissa Thong Maple Low 2p,286,Underwear bottom,Underwear,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace thong briefs with a low waist, lined gusset,wide sides and string back."
638751007,638751,Slim Straight 5pkt 1,272,Trousers,Garment Lower body,1010023,Denim,71,Light Blue,1,Dusty Light,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, button fly and slim, straight legs."
610225001,610225,BB Mason ES,262,Jacket,Garment Upper body,1010016,Solid,73,Dark Blue,5,Bright,2,Blue,8852,Young Boy Outdoor,I,Children Sizes 134-170,4,Baby/Children,45,Kids Outerwear,1007,Outdoor,"Lightly padded, thermal jacket with a stand-up collar and detachable hood with a hook and loop fastening. Zip down the front, side pockets and two inner pockets. Reflective details. Lined."
720459001,720459,Slim Midprice Button Fly,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, button fly and slim legs."
805714005,805714,IRIS PRICE HOOD,252,Sweater,Garment Upper body,1010008,Front print,9,Black,4,Dark,5,Black,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,"Boxy-style hooded top in soft, cotton sweatshirt fabric with a print motif. Dropped shoulders, long sleeves, ribbing at the cuffs and a drawstring at the hem. Soft brushed inside."
497664010,497664,BB Mike regular board,59,Swimwear bottom,Swimwear,1010001,All over pattern,9,Black,4,Dark,5,Black,4220,Young boy Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,"Knee-length, printed swim shorts with elastication and ties at the waist and a fly with a hook and loop fastening. Soft mesh inner shorts."
679287002,679287,Samantha chicago,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired microfibre bra with lace details and moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
508933003,508933,MOLLY FANCY,308,Hoodie,Garment Upper body,1010001,All over pattern,51,Light Pink,7,Medium,4,Pink,7920,Kids Girl Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Hooded jacket with a zip down the front, front pockets and ribbing at the cuffs and hem."
713986005,713986,Manson slim blz TVP,264,Blazer,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8615,Blazer S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed,"Single-breasted jacket in a stretch weave with narrow notch lapels with a decorative buttonhole, a chest pocket, flap front pockets and one inner pocket. Two buttons at the front, decorative buttons at the cuffs and a single back vent. Lined. Slim fit that tapers at the chest and waist which, combined with slightly narrower sleeves, creates a fitted silhouette."
707108002,707108,Robin 3pk Occasional,286,Underwear bottom,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
464297030,464297,Greta Thong Mynta Low 3p,286,Underwear bottom,Underwear,1010016,Solid,43,Dark Red,4,Dark,18,Red,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in cotton jersey with a wide lace trim at the top. Low waist, lined gusset, narrow sides and a string back."
719017001,719017,Flirty cent necklace,77,Necklace,Accessories,1010016,Solid,5,Gold,5,Bright,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,"Thin metal chain necklaces in different designs, three with coin-shaped pendants. Adjustable length between 38-46 cm and 48-56 cm."
788694001,788694,Salsa Dress,265,Dress,Garment Full body,1010028,Mesh,71,Light Blue,1,Dusty Light,2,Blue,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Calf-length dress in airy tulle with visible vertical seams. Straight cut at the top with an opening and covered button at the back of the neck, and a flared, voluminous skirt. Sewn-in inner dress with narrow, adjustable shoulder straps."
594921008,594921,Melrose Denim Dungaree,268,Dungarees,Garment Full body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts,"Dungaree shorts in washed denim with hard-worn details. Adjustable straps with metal fasteners, a chest pocket, side and back pockets, buttons at the sides and raw-edge, frayed hems."
632618006,632618,BEANIE KNIT CITY LATE,75,Hat/beanie,Accessories,1010010,Melange,42,Red,5,Bright,18,Red,4222,Young Boy Big Acc,J,"Children Accessories, Swimwear",4,Baby/Children,45,Kids Outerwear,1019,Accessories,"Double-layered hat in a soft, fine knit with an appliqué on the turned-up hem."
639667001,639667,Harry hoodie,252,Sweater,Garment Upper body,1010016,Solid,6,Light Grey,3,Light,-1,Unknown,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Top in sturdy sweatshirt fabric with a lined hood, dropped shoulders, long sleeves and ribbing at the cuffs and hem. Slightly longer at the back. Brushed inside."
882021001,882021,Spinach vest,261,Outdoor Waistcoat,Garment Upper body,1010006,Dot,51,Light Pink,1,Dusty Light,4,Pink,6550,Baby Girl Outdoor,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1007,Outdoor,"Padded gilet in a patterned weave. Detachable hood with ears on top, and a zip down the front with a chin guard. Lined."
485673034,485673,TP Henrik 3-p boxer BB,286,Underwear bottom,Underwear,1010001,All over pattern,71,Light Blue,3,Light,2,Blue,4225,Young Boy UW/NW,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front. The cotton content of the shorts is organic."
712853002,712853,Bennett lace top,254,Top,Garment Upper body,1010021,Lace,10,White,3,Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Straight-cut top in jersey crêpe with an opening and button at the back of the neck, lace yoke and short sleeves."
